"Symbol","Name","LastSale","MarketCap","ADR TSO","IPO year","Sector","Industry","SummaryQuote",
"PLW","Invesco 1-30 Laddered Treasury ETF","31.89","148288500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plw",
"VKI","Invesco Advantage Municipal Income Trust II","10.65","472770018.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vki",
"ADRA","Invesco BLDRS Asia 50 ADR Index Fund","33.3","21645000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adra",
"ADRD","Invesco BLDRS Developed Markets 100 ADR Index Fund","22.61","64438500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adrd",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","41.53","164043500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adre",
"ADRU","Invesco BLDRS Europe Select ADR Index Fund","22.095","16571250","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adru",
"VBF","Invesco Bond Fund","17.67","201032809.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vbf",
"PKW","Invesco BuyBack Achievers ETF","57.7","1269400000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pkw",
"VCV","Invesco California Value Municipal Income Trust","11.81","565289606.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","11.63","861716522.92","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/vta",
"PFM","Invesco Dividend Achievers ETF","25.94","289231000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfm",
"PYZ","Invesco DWA Basic Materials Momentum ETF","68.795","99752750","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pyz",
"PEZ","Invesco DWA Consumer Cyclicals Momentum ETF","55.6169","30589295","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pez",
"PSL","Invesco DWA Consumer Staples Momentum ETF","71.9644","111544820","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psl",
"PIZ","Invesco DWA Developed Markets Momentum ETF","27.54","243729000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/piz",
"PIE","Invesco DWA Emerging Markets Momentum ETF","19.56","281664000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pie",
"PXI","Invesco DWA Energy Momentum ETF","43.46","134726000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxi",
"PFI","Invesco DWA Financial Momentum ETF","34.86","67977000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfi",
"PTH","Invesco DWA Healthcare Momentum ETF","91.31","246537000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","60.12","108216000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prn",
"DWLV","Invesco DWA Momentum & Low Volatility Rotation ETF","32.9844","39581312.9844","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwlv",
"PDP","Invesco DWA Momentum ETF","56.17","1572760000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdp",
"DWAQ","Invesco DWA NASDAQ Momentum ETF","113.1312","56565600","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwaq",
"DWAS","Invesco DWA SmallCap Momentum ETF","56.21","342881000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwas",
"DWIN","Invesco DWA Tactical Multi-Asset Income ETF","25.81","69687025.81","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwin",
"DWTR","Invesco DWA Tactical Sector Rotation ETF","30.0216","67548630.0216","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwtr",
"PTF","Invesco DWA Technology Momentum ETF","62.24","136928000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","28.44","41238000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","29.17","119597029.17","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/idlb",
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","142.81","2085026000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prfz",
"PAGG","Invesco Global Agriculture ETF","26.5101","21208080","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pagg",
"PSAU","Invesco Global Gold and Precious Metals ETF","18.83","32952500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psau",
"PIO","Invesco Global Water ETF","25.34","181181000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","46.3","270855000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pgj",
"IHIT","Invesco High Income 2023 Target Term Fund","9.83","235814101.41","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/ihit",
"IHTA","Invesco High Income 2024 Target Term Fund","9.29","81539593.44","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ihta",
"VLT","Invesco High Income Trust II","13.48","109436422.92","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/vlt",
"PEY","Invesco High Yield Equity Dividend Achievers ETF","17.93","769197000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pey",
"IPKW","Invesco International BuyBack Achievers ETF","35.94","328851000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipkw",
"PID","Invesco International Dividend Achievers ETF","15.9","819645000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pid",
"KBWB","Invesco KBW Bank ETF","53.85","1071615000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwb",
"KBWD","Invesco KBW High Dividend Yield Financial ETF","23.4395","335184850","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","36.7","423885000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwy",
"KBWP","Invesco KBW Property & Casualty Insurance ETF","59.86","65846000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",
"KBWR","Invesco KBW Regional Banking ETF","58.4099","186911680","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",
"LDRI","Invesco LadderRite 0-5 Year Corporate Bond ETF","24.44","12220000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldri",
"IVR","INVESCO MORTGAGE CAPITAL INC","16.21","1809631279.83","n/a","2009","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","26.19","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivr^b",
"IVR^C","INVESCO MORTGAGE CAPITAL INC","25.02","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivr^c",
"IVR^A","Invesco Mortgage Capital Inc.","25.15","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivr^a",
"LALT","Invesco Multi-Strategy Alternative ETF","22.02","4404000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lalt",
"OIA","Invesco Municipal Income Opportunities Trust","7.58","511002114.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","11.77","793468982.79","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","11.83","654438285.41","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vkq",
"PNQI","Invesco Nasdaq Internet ETF","143.26","694811000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnqi",
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","18.22","1973298880","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdbc",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.01","286192823.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","26.44","10860562985.36","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/ivz",
"QQQ","Invesco QQQ Trust, Series 1","175.61","67170825000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"IQI","Invesco Quality Municipal Income Trust","11.94","631432536.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iqi",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","32.3127","159947897.3127","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","67.38","111177000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","83.13","49878000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",
"PSCE","Invesco S&P SmallCap Energy ETF","17.25","71587500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psce",
"PSCF","Invesco S&P SmallCap Financials ETF","58.55","251765000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",
"PSCH","Invesco S&P SmallCap Health Care ETF","133.58","781443000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psch",
"PSCI","Invesco S&P SmallCap Industrials ETF","69.71","121992500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",
"PSCT","Invesco S&P SmallCap Information Technology ETF","85.66","453998000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psct",
"PSCM","Invesco S&P SmallCap Materials ETF","53.1402","29227110","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscm",
"PSCU","Invesco S&P SmallCap Utilities ETF","56.6","53770000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",
"VVR","Invesco Senior Income Trust","4.28","770554764.8","n/a","1998","n/a","n/a","https://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","12.75","248341350.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","12.37","670766911.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","14.12","664438034.16","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iim",
"VRIG","Invesco Variable Rate Investment Grade ETF","25.08","354882025.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vrig",
"PHO","Invesco Water Resources ETF","30.7","839645000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pho",
"ISTR","Investar Holding Corporation","29.5","281739897.5","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/istr",
"ITG","Investment Technology Group, Inc.","21.29","702932483.54","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/itg",
"ISBC","Investors Bancorp, Inc.","12.95","3905628547.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/isbc",
"IRET","Investors Real Estate Trust","5.64","673455271.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/iret",
"IRET^C","Investors Real Estate Trust","24.5405","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iret^c",
"ITIC","Investors Title Company","186.5","351856495","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/itic",
"NVTA","Invitae Corporation","7.96","534948313.52","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","23.15","12047521757.05","n/a","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/invh",
"NVIV","InVivo Therapeutics Holdings Corp.","2.01","6083765.49","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nviv",
"IVTY","Invuity, Inc.","4","96165348","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ivty",
"IO","Ion Geophysical Corporation","25.35","352606053.15","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/io",
"IONS","Ionis Pharmaceuticals, Inc.","45.53","5714942901.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","13.75","1232590081.25","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","0.3395","24697021.202","n/a","2003","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",
"IPGP","IPG Photonics Corporation","225.27","12095756185.41","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"IPIC","iPic Entertainment Inc.","8.53","95320873.4","n/a","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ipic",
"CLRG","IQ Chaikin U.S. Large Cap ETF","25.07","434964525.07","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clrg",
"CSML","IQ Chaikin U.S. Small Cap ETF","29.3542","506359979.3542","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csml",
"IQ","iQIYI, Inc.","29.92","3740000000","125000000","2018","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/iq",
"IQV","IQVIA Holdings, Inc.","101.71","20577363347.73","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iqv",
"IRMD","iRadimed Corporation","20.95","223250050.65","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","88.03","2077519972.08","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","6.48","75412308.96","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","17.1","1887452479.8","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","543.27","271635000","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","80.87","2248571830.77","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",
"IRM","Iron Mountain Incorporated","35.89","10261810386.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/irm",
"IRWD","Ironwood Pharmaceuticals, Inc.","20.06","3047943882.2","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/irwd",
"IRS","IRSA Inversiones Y Representaciones S.A.","18.3","1058977921.8","n/a","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/irs",
